,A_1,A_10,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,B_1,B_10,B_2,B_3,B_4,B_5,B_6,B_7,B_8,B_9
 g__Holdemania,8.562963470397836e-05,0.00028763734683311283,0.0001980524839082357,0.0004434907010014306,0.0009580959104432454,0.00028790326450312697,0.00022001827844159361,0.0002541820896945049,2.8116345437420045e-05,0.0004970628106642567,0.0002816028836135282,3.1564660206432876e-05,0.000261716160100499,0.0004140565521110206,0.0001538913527049903,0.00020410406167082725,0.00014043957587248087,0.0002692418150488225,0.00011531863981664336,3.198669353548924e-05
 g__KSA1,0.0,0.0,3.300874731803928e-05,0.0,0.0,1.5994625805729276e-05,1.6924482957045662e-05,3.177276121181311e-05,1.4058172718710023e-05,0.0,1.408014418067641e-05,0.0,0.0,1.3356662971323245e-05,0.0,0.0,0.0,0.0,1.441482997708042e-05,0.0
 g__Klebsiella,0.3302049973454813,0.003322211355922453,0.002937778511305496,0.0046351931330472105,0.012354394634662902,0.004878360870747429,0.021121754730392985,0.030358873337887428,0.005412396496703359,0.00605512878445549,0.02416152741404072,0.002698778447650011,0.0041700108176012845,0.004928608636418278,0.004308957875739728,0.003940778421490588,0.350579313250474,0.012456921309592188,0.010090380983956294,0.03974346671784538
 g__L7A_E11,0.0,4.314560202496692e-05,0.0,1.4306151645207439e-05,0.0,0.0,0.0,3.177276121181311e-05,2.8116345437420045e-05,1.5062509414068383e-05,1.408014418067641e-05,6.312932041286575e-05,1.7447744006699935e-05,0.0,0.0,0.0,1.4043957587248087e-05,0.0,0.0,3.198669353548924e-05
 g__Lachnobacterium,0.00010275556164477402,0.001840879019731922,9.902624195411784e-05,0.003204577968526466,0.00038660010421394115,0.0010396506773724028,8.462241478522832e-05,0.0018587065308910671,0.00018275624534323028,0.00013556258472661545,0.0009292895159246431,0.0006786401944383069,0.0010119691523885962,0.0008013997782793947,0.0008114271324444942,0.005871916851145338,0.0005477143459026754,0.021521395749569214,0.0009081342885560665,0.0005917538304065509
 g__Lachnospira,0.007295644876778955,0.0015820054075821204,0.011817131539858063,0.0022889842632331904,0.016724656682298757,0.008013307528670367,0.002014013471888434,0.006878802802357539,0.001968144180619403,0.002394938996836873,0.002365464222353637,0.0023831318455856823,0.0041176675855811844,0.0020168561086698097,0.003399599882482967,0.03151052705948849,0.0014184397163120568,0.0027642159678345777,0.0031856774249347727,0.0037104564501167516
 g__Lactobacillus,0.0008905482009213748,0.0023873899787148363,0.0009572536722231392,0.0001430615164520744,0.0009749046106264603,0.003998656451432318,0.0012185627729072877,0.0003177276121181311,0.0001265235544683902,0.0030878144298840185,0.001576976148235758,0.001546668350115211,0.000802596224308197,0.0014024496119889407,0.0007834468864981323,0.001727034367983923,0.0013341759707885682,0.00030514072372199886,0.00010090380983956294,0.0021111217733422896
 g__Lactococcus,0.0029799112876984467,0.003408502559972387,0.004076580293777851,0.0013304721030042918,0.0032608878355436773,0.006589785831960461,0.004468063500660055,0.0020970022399796656,0.0016869807262452027,0.001370688356680223,0.0029709104221227224,0.0018623149521795398,0.00265205708901839,0.0010017497228492433,0.002322360413548035,0.002747554676338059,0.003384593778526789,0.0017949454336588168,0.0016000461274559266,0.001967181652432588
 g__Leuconostoc,0.0,1.438186734165564e-05,0.0,1.4306151645207439e-05,0.0,0.0,1.6924482957045662e-05,1.5886380605906556e-05,0.0,1.5062509414068383e-05,1.408014418067641e-05,0.0,3.489548801339987e-05,0.0,0.0,0.0,2.8087915174496174e-05,0.0,0.0,0.0
 g__Megamonas,0.04166738024695587,0.005695219467295633,0.002211586070308632,0.0016452074391988555,0.05667893701780041,0.053342077062107134,0.0010154689774227398,0.001255024067866618,0.0033739614524904054,0.0014761259225787016,0.0021542620596434908,0.0006155108740254411,0.00043619360016749836,0.00042741321508234383,0.0020565480770575973,0.0030615609250624087,0.0008847693279966294,0.000323090178058587,0.01751401842215271,0.0013114544349550586
 g__Megasphaera,6.850370776318269e-05,1.438186734165564e-05,1.650437365901964e-05,0.00027181688125894134,6.723480073285933e-05,0.000927688296732298,0.0003554141420979589,7.943190302953278e-05,8.434903631226013e-05,0.000979063111914445,0.0001548815859874405,7.89116505160822e-05,6.979097602679974e-05,0.00025377659645514167,9.793086081226654e-05,0.00029830593628813216,0.010617231935959554,0.00010769672601952901,0.0004901042192207343,0.00020791350798068004
 g__Methanobrevibacter,6.850370776318269e-05,5.752746936662256e-05,0.0,0.00015736766809728184,6.723480073285933e-05,6.39785032229171e-05,5.0773448871136986e-05,0.00017475018666497213,0.0003233379725303305,6.0250037656273533e-05,1.408014418067641e-05,3.1564660206432876e-05,1.7447744006699935e-05,0.00010685330377058596,8.39407378390856e-05,1.570031243621748e-05,1.4043957587248087e-05,0.00017949454336588168,0.0006919118388998602,7.996673383872309e-05
 g__Mitsuokella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003012501882813677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 g__Mogibacterium,1.7125926940795672e-05,2.876373468331128e-05,0.0,0.0,0.0,0.0,3.3848965914091324e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.3356662971323245e-05,0.0,0.0,0.0,0.0,0.0,1.599334676774462e-05
 g__Mucispirillum,0.0,8.629120404993384e-05,9.902624195411784e-05,0.00034334763948497857,0.000100852201099289,0.0001919355096687513,0.0001353958636563653,0.0003336139927240377,0.00018275624534323028,3.0125018828136767e-05,2.816028836135282e-05,0.0001578233010321644,0.00013958195205359948,0.0004407698780536671,0.0004896543040613327,0.00017270343679839229,9.83077031107366e-05,0.0006282309017805859,0.0001297334697937238,3.198669353548924e-05
 g__Nesterenkonia,0.0,0.0,0.0,0.0,1.6808700183214833e-05,1.5994625805729276e-05,1.6924482957045662e-05,1.5886380605906556e-05,0.0,1.5062509414068383e-05,0.0,1.5782330103216438e-05,1.7447744006699935e-05,1.3356662971323245e-05,0.0,0.0,0.0,0.0,1.441482997708042e-05,0.0
 g__Odoribacter,0.0001712592694079567,8.629120404993384e-05,0.00016504373659019642,0.00011444921316165951,0.0008404350091607416,0.0003358871419203148,0.0001353958636563653,0.0003653867539358508,0.0005482687360296908,0.0008284380177737611,0.00029568302779420464,0.000252517281651463,3.489548801339987e-05,0.00020034994456984866,0.00039172344324906616,0.00031400624872434963,0.001966154062214732,0.0011128661688684664,0.0010090380983956294,0.0006877139110130186
 g__Oribacterium,1.7125926940795672e-05,0.0,1.650437365901964e-05,0.0,0.0,1.5994625805729276e-05,8.462241478522832e-05,1.5886380605906556e-05,0.0,3.0125018828136767e-05,0.0,0.0,0.0,8.013997782793947e-05,0.0,1.570031243621748e-05,2.8087915174496174e-05,0.0,0.0,0.0
 g__Oscillospira,0.004212978027435735,0.019962031870218028,0.007559003135830995,0.008626609442060085,0.022843023548988955,0.00815725916092193,0.0018447686423179771,0.0063545522423626224,0.006719806559543391,0.014188883868052417,0.011109233758553688,0.0207379817556264,0.030708029451791883,0.010685330377058596,0.038612739405979375,0.016658031494826746,0.004746857664489853,0.01832639287765652,0.023712395312297293,0.010779515721459873
 g__Oxalobacter,0.0,7.190933670827821e-05,4.951312097705892e-05,0.0,0.0002521305027482225,0.0,0.0,4.765914181771967e-05,1.4058172718710023e-05,4.518752824220515e-05,7.040072090338205e-05,6.312932041286575e-05,3.489548801339987e-05,5.342665188529298e-05,0.0003637431973027043,7.850156218108741e-05,0.00026683519415771366,0.0006641298104537622,0.00010090380983956294,6.397338707097848e-05
 g__Paludibacter,0.0,2.876373468331128e-05,3.300874731803928e-05,0.0,0.0,0.0,0.0,4.765914181771967e-05,8.434903631226013e-05,0.0,0.0,3.1564660206432876e-05,1.7447744006699935e-05,0.0,0.0,0.0,1.4043957587248087e-05,1.7949454336588168e-05,0.00011531863981664336,0.0
 g__Parabacteroides,0.0050350225205939275,0.003235920151872519,0.005396930186499422,0.0019742489270386265,0.004471114248735145,0.01788199165080533,0.002014013471888434,0.005433142167220043,0.0014479917900271323,0.020485012803133,0.012489087888259975,0.005807897477983649,0.006420769794465576,0.016655758725240086,0.005665999804138278,0.011162922142150629,0.03193595955340215,0.04526852383687536,0.0047713087224136195,0.004782010683555641
 g__Paraprevotella,0.009042489424740114,0.0005896565610078812,0.0002475656048852946,0.0003290414878397711,0.00018489570201536316,0.00039986564514323187,0.0001353958636563653,0.0010167283587780196,0.00035145431796775056,0.00025606266003916253,0.00035200360451691025,0.00011047631072251508,6.979097602679974e-05,0.0001202099667419092,5.596049189272374e-05,0.00021980437410704473,0.0004494066427919388,0.00023334290637564618,0.0018739278970204547,0.00012794677414195696
 g__Parvimonas,0.0,1.438186734165564e-05,3.300874731803928e-05,0.0,1.6808700183214833e-05,0.0,0.0,1.5886380605906556e-05,4.217451815613006e-05,0.0,0.0,0.0,1.7447744006699935e-05,0.00014692329268455568,0.0,0.0,0.0,0.0,0.0,0.0
 g__Peptococcus,0.0,1.438186734165564e-05,0.0,1.4306151645207439e-05,0.0,0.0,0.0,0.0,1.4058172718710023e-05,0.0,0.0,0.0,1.7447744006699935e-05,0.0,0.0,0.0,0.0,0.0,4.324448993124126e-05,0.0
 g__Peptostreptococcus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5886380605906556e-05,2.8116345437420045e-05,0.0,0.0,3.1564660206432876e-05,0.0,8.013997782793947e-05,0.0,1.570031243621748e-05,0.0,1.7949454336588168e-05,0.0,0.0
 g__Phascolarctobacterium,0.0016783408401979758,0.003394120692630731,0.0004456180887935303,0.0025608011444921315,0.0029247138318793807,0.0032788982901745013,0.001201638289950242,0.0013503423515020573,0.0007029086359355011,0.00040668775417984637,0.0013798541297062883,0.058662920993655505,0.0010119691523885962,0.004474482095393287,0.0032876788986975197,0.0036424724852024554,0.002247033213959694,0.0012205628948879954,0.004252374843238724,0.0019831749992003326
 g__Plesiomonas,1.7125926940795672e-05,0.0,0.0,4.291845493562232e-05,0.0,1.5994625805729276e-05,1.6924482957045662e-05,0.0,1.4058172718710023e-05,1.5062509414068383e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 g__Prevotella,0.0009419259817437618,0.02840418799976989,0.0012213236507674534,0.001988555078683834,0.0006219219067789488,0.0032149197869515843,0.00022001827844159361,0.0012867968290784311,0.003416135970646535,0.002153938846211779,0.0012249725437188477,0.0031091190303336384,0.0017273266566632934,0.0021637794013543658,0.0007274863946054086,0.0015857315560579655,0.0005758022610771715,0.0017051981619758759,0.02019517679788967,0.001679301410613185
 g__Proteus,8.562963470397836e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.632057672270564e-05,0.0,0.0,0.0,0.0,0.0,4.213187276174426e-05,0.0,0.0,0.0
 g__Pseudoramibacter_Eubacterium,1.7125926940795672e-05,0.0,0.0,0.0,5.04261005496445e-05,0.0,0.0,0.0,1.4058172718710023e-05,0.00010543756589847869,8.448086508405846e-05,0.00037877592247719454,5.23432320200998e-05,0.00010685330377058596,0.0007134962716322277,9.420187461730488e-05,0.0001123516606979847,5.3848363009764504e-05,8.648897986248252e-05,0.00015993346767744618
 g__Pyramidobacter,0.0,1.438186734165564e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0125018828136767e-05,0.0,3.1564660206432876e-05,5.23432320200998e-05,5.342665188529298e-05,4.19703689195428e-05,3.140062487243496e-05,9.83077031107366e-05,0.0,0.0,9.59600806064677e-05
 g__RFN20,1.7125926940795672e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.518752824220515e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.441482997708042e-05,0.0
 g__Rikenella,3.4251853881591344e-05,0.00027325547949145714,1.650437365901964e-05,0.00010014306151645207,0.000100852201099289,0.0,0.0,0.00012709104484725245,0.000632617772341951,0.00024100015062509413,0.00019712201852946975,0.00033142893216754523,1.7447744006699935e-05,0.0001202099667419092,0.00020985184459771403,3.140062487243496e-05,0.0,0.00041283744974152786,0.0006486673489686189,0.00020791350798068004
 g__Roseburia,0.06619170762617527,0.054981878847149515,0.1955438191120647,0.04781115879828326,0.06758778343670684,0.020425137153916285,0.015028940865856547,0.03806376793175211,0.08409598920332335,0.02934176833860521,0.10472811241587114,0.11786244121082036,0.10894371357783439,0.02416220331512375,0.041970368919542804,0.03626772172766238,0.0271329260585633,0.05799468696151637,0.15958658267625733,0.06470908102229472
 g__Rothia,0.00018838519634875237,0.00028763734683311283,0.0007592011883149034,0.0013447782546494992,0.00033617400366429663,0.0004478495225604197,0.002369427613986393,0.00017475018666497213,0.0026429364711174842,0.00040668775417984637,0.00021120216271014615,7.89116505160822e-05,0.0001046864640401996,0.0009349664079926272,0.0001538913527049903,0.0,0.0002106593638087213,0.0,0.0001297334697937238,0.00015993346767744618
 g__Ruminococcus,0.00981315613707592,0.016510383708220677,0.11389668262089454,0.04224606580829757,0.01808616139713916,0.012747716767166233,0.004417290051788918,0.014504265493192685,0.007619529613540832,0.01564994728121705,0.07784911717495988,0.0074019128184085094,0.06830791778623024,0.016922891984666552,0.08031729598903174,0.03472909110891307,0.01782178217821782,0.017680212521539344,0.02124745938621654,0.039327639701884014
 g__SMB53,0.008871230155332158,0.00673071391589484,0.037547450074269684,0.014434907010014306,0.018187013598238447,0.00969274323827194,0.009257692177503976,0.0071329848920520435,0.008153740176851812,0.03271577044735653,0.035580524344569285,0.008696063886872258,0.044125344592944135,0.02934458854799717,0.029589110088277675,0.00984409589750836,0.009746506565550171,0.015508328546812177,0.026840413417323742,0.028164283657998272
 g__Sarcina,0.0,0.0,0.0,0.0002861230329041488,0.0,0.0,3.3848965914091324e-05,0.0003336139927240377,0.00028116345437420045,0.0,0.0,1.5782330103216438e-05,1.7447744006699935e-05,0.00022706327051249517,0.0,0.0,0.0,0.00014359563469270534,0.00030271142951868884,0.0
 g__Serratia,0.002825777945231286,7.190933670827821e-05,4.951312097705892e-05,0.0002575107296137339,0.00033617400366429663,0.0001919355096687513,0.00045696103984023287,0.005020096271466472,0.00021087259078065034,7.531254707034192e-05,0.0001548815859874405,0.0,6.979097602679974e-05,8.013997782793947e-05,2.798024594636187e-05,0.0,5.617583034899235e-05,0.0003410396323951752,2.882965995416084e-05,0.00036784697565812624
 g__Slackia,0.0,0.0,0.0,5.7224606580829754e-05,0.0,0.0,1.6924482957045662e-05,0.0,0.0,0.0,1.408014418067641e-05,0.0,0.0,2.671332594264649e-05,0.0,0.0,0.00015448353345972896,1.7949454336588168e-05,0.0,0.0
 g__Sphaerochaeta,0.0,1.438186734165564e-05,0.0,0.00010014306151645207,0.0,4.7983877417187827e-05,0.0,3.177276121181311e-05,5.623269087484009e-05,1.5062509414068383e-05,0.0,1.5782330103216438e-05,0.0,4.0069988913969734e-05,0.0,6.280124974486992e-05,0.0,0.0,4.324448993124126e-05,0.0
 g__Sphingobacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.798024594636187e-05,0.0,0.0,0.0,0.0,0.0
 g__Staphylococcus,3.4251853881591344e-05,5.752746936662256e-05,0.0,4.291845493562232e-05,0.00013446960146571866,0.0,0.0,0.0,1.4058172718710023e-05,0.0,5.632057672270564e-05,0.0,0.00013958195205359948,0.0002804899223977881,2.798024594636187e-05,0.0,4.213187276174426e-05,0.0,2.882965995416084e-05,1.599334676774462e-05
 g__Streptococcus,0.0050350225205939275,0.006701950181211528,0.028271992077900644,0.03992846924177396,0.005832618963575547,0.011116264934981846,0.16448904985952678,0.007450712504170175,0.016434003908172016,0.015273384545865342,0.014305426487567233,0.0023042201950696003,0.004030428865547685,0.0102846304879189,0.0015389135270499027,0.00211954217888936,0.009072396601362264,0.0017769959793222285,0.005520879881221801,0.0015193679429357388
 g__Sutterella,0.006936000411022247,0.0011074037853074843,0.0010397755405182373,0.002732474964234621,0.0014119308153900459,0.0013115593160698004,0.0006431303523677351,0.004019254293294359,0.010656094920782197,0.0009489380930863082,0.002365464222353637,0.0019096619424891891,0.00259971385699829,0.0008948964190786574,0.0005456147959540564,0.00211954217888936,0.0010111649462818623,0.012905657668006892,0.0009081342885560665,0.0006397338707097847
 g__Synergistes,0.0,0.0,0.0,2.8612303290414877e-05,0.0,0.0,0.0,1.5886380605906556e-05,0.0,1.5062509414068383e-05,1.408014418067641e-05,3.1564660206432876e-05,1.7447744006699935e-05,0.0,0.0,3.140062487243496e-05,2.8087915174496174e-05,1.7949454336588168e-05,8.648897986248252e-05,0.0
 g__Treponema,0.0003425185388159134,0.00028763734683311283,0.00023106123122627496,0.00018597997138769672,0.0003193653034810818,0.000463844148366149,5.0773448871136986e-05,0.00030184123151222455,0.0008294321904038913,0.0006476879048049405,0.00054912562304638,0.0001578233010321644,0.00022682067208709914,0.00029384658536911137,0.00034975307432952334,0.00028260562385191464,1.4043957587248087e-05,0.000323090178058587,0.0005765931990832168,0.0006557272174775293
 g__Turicibacter,0.0004795259543422788,0.0009779669792325835,0.004258128404027067,0.0020743919885550786,0.0021347049232682837,0.00030389789030885623,0.00020309379548454795,0.00046070503757129016,0.0008575485358413114,0.0006778129236330773,0.0008307285066599082,0.0005208168934061425,0.0020413860487838924,0.0012688829822757083,0.0005735950419004183,0.000423908435777872,0.0004353626852046907,0.0005743825387708214,0.0013549940178455594,0.005517704634871893
 g__Veillonella,0.0013186963744412667,2.876373468331128e-05,8.252186829509821e-05,0.0003290414878397711,0.00033617400366429663,0.00014395163225156349,0.0003215651761838676,0.00017475018666497213,0.0006888504632167911,0.00015062509414068384,0.0001548815859874405,9.469398061929864e-05,0.00012213420804689954,0.0011086030266198293,5.596049189272374e-05,6.280124974486992e-05,5.617583034899235e-05,3.5898908673176336e-05,0.0003459559194499301,1.599334676774462e-05
 g__WAL_1855D,0.0,1.438186734165564e-05,0.0,0.0,0.0,1.5994625805729276e-05,0.0,7.943190302953278e-05,1.4058172718710023e-05,0.0,1.408014418067641e-05,0.0,0.0,0.0,0.0,1.570031243621748e-05,5.617583034899235e-05,0.0,0.0,0.0
 g__Weissella,0.0,0.0,1.650437365901964e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.408014418067641e-05,0.0,6.979097602679974e-05,0.0,0.0,0.0,0.0,1.7949454336588168e-05,1.441482997708042e-05,0.0
 g__YRC22,0.0,0.00011505493873324512,4.951312097705892e-05,0.00021459227467811158,5.04261005496445e-05,0.00023991938708593913,0.0,0.00019063656727087868,0.00042174518156130067,4.518752824220515e-05,1.408014418067641e-05,9.469398061929864e-05,1.7447744006699935e-05,0.00025377659645514167,4.19703689195428e-05,0.00036110718603300204,1.4043957587248087e-05,0.0003410396323951752,0.0008793046286019057,1.599334676774462e-05
 g__[Eubacterium],0.0007706667123358052,0.0706149686475292,0.0016834461132200034,0.0008011444921316165,0.000806817608794312,0.003038978903088562,0.0021832583014588904,0.00023829570908859835,0.0027554018528671642,0.0009188130742581714,0.0006758469206724676,0.002130614563934219,0.0022856544648776913,0.0004140565521110206,0.0003637431973027043,0.0006908137471935691,0.0014886595042482972,0.0001615450890292935,0.015640090525132256,0.00030387358858714774
 g__[Prevotella],0.00018838519634875237,0.0008197664384743715,0.00013203498927215712,7.15307582260372e-05,3.3617400366429666e-05,0.0004158602709489611,1.6924482957045662e-05,3.177276121181311e-05,0.0008856648812787314,0.00013556258472661545,0.0007462476415758498,0.0008048988352640383,0.000540880064207698,0.0005075531929102833,0.00034975307432952334,0.0006908137471935691,0.00029492310933220984,0.0005923319931074095,0.021132140746399897,0.0006077471771742955
 g__[Ruminococcus],0.022726105050435853,0.10593683483863545,0.0880673378445288,0.032188841201716736,0.02647370278856336,0.04910350122358888,0.1039670988051315,0.017586223330738556,0.06659356416852938,0.04262690164181353,0.043915969699529725,0.08500362993592374,0.044491747217084834,0.04515887750604389,0.03581471481134319,0.025513007708853407,0.027638508531704235,0.014467260195290063,0.04152912516396869,0.04436554393372357
 g__p-75-a5,0.0,0.00011505493873324512,1.650437365901964e-05,5.7224606580829754e-05,8.404350091607416e-05,1.5994625805729276e-05,0.0,1.5886380605906556e-05,4.217451815613006e-05,4.518752824220515e-05,0.0,0.0001578233010321644,1.7447744006699935e-05,1.3356662971323245e-05,1.3990122973180934e-05,3.140062487243496e-05,2.8087915174496174e-05,1.7949454336588168e-05,4.324448993124126e-05,1.599334676774462e-05
 g__rc4-4,1.7125926940795672e-05,5.752746936662256e-05,0.0,1.4306151645207439e-05,0.0,0.0,0.0,1.5886380605906556e-05,2.8116345437420045e-05,4.518752824220515e-05,1.408014418067641e-05,3.1564660206432876e-05,6.979097602679974e-05,0.0,0.0,0.0,0.0,0.00010769672601952901,2.882965995416084e-05,0.0001919201612129354
 Others,0.12546454076826907,0.16275959270551688,0.10851625680805413,0.13972818311874105,0.23443094145529725,0.27270836998768416,0.10528720847578106,0.11609766946796511,0.09501918940576104,0.2706732941708089,0.17855030835515756,0.39885104636848584,0.24186062742087447,0.250691207308766,0.21048140013150715,0.22779583313707943,0.1292605856330314,0.1642913555427915,0.18488460928603348,0.2301282666410773
